name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Ambika Dhimal","Kavrepalanchok","25_39","female","Tamang","farmer_laborer","no_difficulty","3___neutral","financial_support","2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","joint_families","4___mostly_yes","3___neutral","2___very_little","long_term_shelter__housing",724715,"2015-09-29T10:20:23",644,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","male","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","how_to_get_shelter_materials","2___very_little","cash_for_work","4___mostly_yes",NA,"2___very_little","2___not_very_m","2___very_little",NA,724716,"2015-09-29T10:20:31",645,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Sunita Khadka","Dolakha","55_greater","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","5___completely_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,724717,"2015-09-29T10:20:35",646,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ramhari Shrestha","Ramechhap","40_54","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","how_to_register_for_access_sup","2___very_little","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","1___not_at_all","4___mostly_yes",NA,724718,"2015-09-29T10:20:42",647,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Jiwan Kuwar","Sindhupalchowk","25_39","male","Newar","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","2___very_little","cash_for_work","2___very_little","only_if_damage","2___very_little","2___not_very_m","2___very_little",NA,724719,"2015-09-29T10:20:42",648,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Bijaya Neupane","Rasuwa","40_54","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","don_t_know",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","don_t_know","5___completely_yes",NA,724720,"2015-09-29T10:20:43",649,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Bishal Adhikari","Gorkha","40_54","male","Janajati","government_ser","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"3___neutral","cash_for_work","4___mostly_yes",NA,"1___not_at_all","2___not_very_m","4___mostly_yes",NA,724722,"2015-09-29T10:21:20",650,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"sanosh raut","Dolakha","25_39","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","based_on_polit","2___very_little","1___not_at_all","1___not_at_all",NA,724723,"2015-09-29T10:21:36",651,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","female","Newar","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","5___completely_yes",NA,"5___completely_yes",NA,"3___neutral","because_people","1___not_at_all","2___not_very_m","3___neutral",NA,724725,"2015-09-29T10:22:51",652,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"jagadish kunwar","Bhaktapur","25_39","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","2___very_little","building_mater","don_t_know",NA,"1___not_at_all","building_mater","1___not_at_all","based_on_dista","2___very_little","2___not_very_m","1___not_at_all",NA,724726,"2015-09-29T10:22:55",653,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","55_greater","male","Chhetri","skilled_worker","no_difficulty","2___very_little","long_term_shelter__housing","5___completely_yes",NA,"2___very_little","news_about_government_decision","5___completely_yes",NA,"1___not_at_all","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,724727,"2015-09-29T10:22:57",654,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"sanosh raut","Dolakha","25_39","female","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","1___not_at_all","cash_for_work","don_t_know",NA,"2___very_little","2___not_very_m","don_t_know","healthcare",724728,"2015-09-29T10:23:00",655,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","40_54","male","Newar","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","only_if_damage","4___mostly_yes","3___neutral","3___neutral",NA,724742,"2015-09-29T10:23:33",656,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Jiwan Kuwar","Sindhupalchowk","40_54","male","Gurung","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_register_for_access_sup","2___very_little","cash_for_work","2___very_little","only_if_damage","2___very_little","2___not_very_m","1___not_at_all",NA,724743,"2015-09-29T10:24:01",657,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Sujan Bidari","Makwanpur","40_54","male","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","building_mater","4___mostly_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes",NA,724744,"2015-09-29T10:24:06",658,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","15_24","male","Newar","skilled_worker","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","2___very_little",NA,724745,"2015-09-29T10:24:06",659,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","male","Chhetri","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","building_mater","2___very_little","news_about_government_decision","2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","4___mostly_yes",NA,724746,"2015-09-29T10:24:11",660,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"sanosh raut","Dolakha","15_24","female","Chhetri","other","no_difficulty","2___very_little","education","3___neutral","cash_for_work","1___not_at_all","how_to_register_for_access_sup","4___mostly_yes",NA,"don_t_know",NA,"1___not_at_all","don_t_know","don_t_know",NA,724747,"2015-09-29T10:24:14",661,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"jagadish kunwar","Bhaktapur","25_39","male","Newar","skilled_worker","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"don_t_know",NA,"1___not_at_all","2___not_very_m","1___not_at_all",NA,724748,"2015-09-29T10:24:26",662,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","female","Newar","other","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","5___completely_yes",NA,"2___very_little","cash_for_work","don_t_know",NA,"3___neutral","1___not_at_all","1___not_at_all","long_term_shelter__housing",724750,"2015-09-29T10:25:14",663,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","40_54","female","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","2___very_little","long_term_shelter__housing",724751,"2015-09-29T10:25:57",664,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ambhika Dhimal","Kavrepalanchok","25_39","female","Chhetri","government_ser","no_difficulty","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","cash_for_work","3___neutral","based_on_caste","5___completely_yes","3___neutral","4___mostly_yes","clean_water",724752,"2015-09-29T10:26:04",665,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Sujan Bidari","Makwanpur","40_54","female","Chhetri","other","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"1___not_at_all","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes","long_term_shelter__housing",724753,"2015-09-29T10:26:05",666,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Bishal Adhikari","Gorkha","55_greater","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","building_mater","3___neutral","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","1___not_at_all","3___neutral",NA,724754,"2015-09-29T10:26:12",667,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"sanosh raut","Dolakha","55_greater","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","1___not_at_all","cash_for_work","2___very_little","based_on_polit","1___not_at_all","2___not_very_m","2___very_little",NA,724755,"2015-09-29T10:26:15",668,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","male","Newar","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"2___very_little","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","4___mostly_yes",NA,724756,"2015-09-29T10:26:25",669,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"jagadish kunwar","Bhaktapur","25_39","female","Chhetri","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","2___very_little","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","2___not_very_m","1___not_at_all",NA,724758,"2015-09-29T10:26:47",670,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","55_greater","female","Chhetri","other","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","3___neutral","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","1___not_at_all","based_on_polit","don_t_know","1___not_at_all","1___not_at_all","long_term_shelter__housing",724759,"2015-09-29T10:27:13",671,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","40_54","male","Dalit","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_register_for_access_sup","1___not_at_all","cash_for_work","2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,724760,"2015-09-29T10:27:20",672,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","15_24","female","Brahmin","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","seeds_and_fert","5___completely_yes",NA,"3___neutral","cash_for_work","1___not_at_all","first_come__fi","3___neutral","3___neutral","4___mostly_yes","long_term_shelter__housing",724762,"2015-09-29T10:27:48",673,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"AMbika Dhimal","Kavrepalanchok","55_greater","male","Brahmin","government_ser","no_difficulty","3___neutral","long_term_shelter__housing","2___very_little","building_mater","2___very_little","news_about_government_decision","3___neutral","cash_for_work","3___neutral","based_on_caste","3___neutral","2___not_very_m","4___mostly_yes",NA,724763,"2015-09-29T10:28:05",674,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Sujan Bidari","Makwanpur","40_54","male","Brahmin","skilled_worker","no_difficulty","1___not_at_all","clean_water","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,724779,"2015-09-29T10:29:16",675,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"sanosh raut","Dolakha","15_24","male","Chhetri","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","1___not_at_all","other","2___very_little","1___not_at_all","don_t_know",NA,724780,"2015-09-29T10:29:23",676,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Gagan Jung Thapa","Sindhuli","40_54","female","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","4___mostly_yes","financial_support",724781,"2015-09-29T10:29:29",677,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Goma Khatri","Sindhupalchowk","15_24","female","Janajati","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","5___completely_yes",NA,"1___not_at_all","building_mater","1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all","education",724782,"2015-09-29T10:29:44",678,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","female","Dalit","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","building_mater","5___completely_yes",NA,"2___very_little","building_mater","don_t_know",NA,"refused","5___completely","refused","long_term_shelter__housing",724783,"2015-09-29T10:29:52",679,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","25_39","male","Brahmin","ngo_worker_bus","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"2___very_little","cash_for_work","2___very_little","based_on_caste","4___mostly_yes","3___neutral","2___very_little",NA,724784,"2015-09-29T10:30:04",680,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","40_54","male","Janajati","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","seeds_and_fert","2___very_little","joint_families","2___very_little","1___not_at_all","1___not_at_all",NA,724789,"2015-09-29T10:30:38",681,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Sujan Bidari","Makwanpur","40_54","male","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","news_about_government_decision","1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","4___mostly_yes","1___not_at_all","1___not_at_all",NA,724792,"2015-09-29T10:30:49",682,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","male","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"don_t_know",NA,"4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","1___not_at_all",NA,724796,"2015-09-29T10:31:24",683,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","55_greater","male","Janajati","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","seeds_and_fert","1___not_at_all","other","1___not_at_all","1___not_at_all","1___not_at_all",NA,724797,"2015-09-29T10:31:24",684,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"sanosh raut","Dolakha","40_54","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,724798,"2015-09-29T10:31:38",685,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","25_39","female","Brahmin","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,724799,"2015-09-29T10:31:59",686,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ambika Dhimal","Kavrepalanchok","40_54","male","Chhetri","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","3___neutral","first_come__fi","4___mostly_yes","3___neutral","3___neutral",NA,724800,"2015-09-29T10:32:04",687,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Ram Sharan Adhikari","Dhading","55_greater","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","2___very_little","seeds_and_fert","5___completely_yes",NA,"5___completely_yes","2___not_very_m","2___very_little",NA,724801,"2015-09-29T10:32:53",688,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","55_greater","female","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"refused",NA,"5___completely_yes",NA,"2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little","long_term_shelter__housing",724802,"2015-09-29T10:33:13",689,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","15_24","female","Brahmin","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","seeds_and_fert","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes","don_t_know","3___neutral","education",724803,"2015-09-29T10:33:14",690,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Sujan Bidari","Makwanpur","15_24","female","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","5___completely_yes",NA,"1___not_at_all","cash_for_work","1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","4___mostly_yes","long_term_shelter__housing",724804,"2015-09-29T10:33:22",691,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","25_39","female","Dalit","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","building_mater","4___mostly_yes",NA,"4___mostly_yes","3___neutral","2___very_little","long_term_shelter__housing",724807,"2015-09-29T10:34:03",692,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","40_54","female","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"refused","1___not_at_all","4___mostly_yes",NA,724808,"2015-09-29T10:34:26",693,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","female","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","3___neutral","how_to_register_for_access_sup","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","3___neutral","long_term_shelter__housing",724810,"2015-09-29T10:34:49",694,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"sanosh raut","Dolakha","15_24","female","Brahmin","other","no_difficulty","3___neutral","financial_support","3___neutral","cash_for_work","5___completely_yes",NA,"3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","1___not_at_all","2___very_little",NA,724811,"2015-09-29T10:35:00",695,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Bishal Adhikari","Gorkha","25_39","female","Chhetri","farmer_laborer","yes__a_lot_of_","3___neutral","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","1___not_at_all","4___mostly_yes",NA,724812,"2015-09-29T10:35:05",696,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","25_39","female","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","cash_for_work","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","2___very_little","livelihoods",724813,"2015-09-29T10:35:50",697,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"AMbika DHimal","Kavrepalanchok","55_greater","female","Chhetri","farmer_laborer","no_difficulty","2___very_little","clean_water","2___very_little","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","3___neutral","first_come__fi","4___mostly_yes","3___neutral","3___neutral","long_term_shelter__housing",724814,"2015-09-29T10:36:10",698,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
